x1;x2;x3;x4
0.810196366;0.545071027;0.273445576;0.831987205
0.649257882;0.124689925;0.959982371;0.181338913
0.16677239;0.693756485;0.745435571;0.523722795
0.581827556;0.606654553;0.486590284;0.220094695
0.514873615;0.000288126;0.79724089;0.998154529
0.947547332;0.29418923;0.940483225;0.461538654
0.642797649;0.468664831;0.805850163;0.785627754
0.641121854;0.762768395;0.979099504;0.678576378
0.498677675;0.060059992;0.436354851;0.869678345
0.567456168;0.045944686;0.417822686;0.708130976
0.773586549;0.087897365;0.68840167;0.649026486
0.135457125;0.218775627;0.753943435;0.407072774
0.378182781;0.253114602;0.831025087;0.002007332
0.22089743;0.758488876;0.778673666;0.425794174
0.715644314;0.664514563;0.984666562;0.170340719
0.970656881;0.040271213;0.969072518;0.352961484
0.554442251;0.310686779;0.108672616;0.647908981
0.066564261;0.637987558;0.548695105;0.752563862
0.316568965;0.177167168;0.409592938;0.705392016
0.122942129;0.327281359;0.401383815;0.266972721
0.842109693;0.449065081;0.651985782;0.585111729
0.919207916;0.175969162;0.668081643;0.990531235
0.209203866;0.524400698;0.498522446;0.91251374
0.844668349;0.455514177;0.444514808;0.973968959
0.222452854;0.62245791;0.4935247;0.033094891
0.7336454;0.148825801;0.116923632;0.483567336
0.96057776;0.347433997;0.294356173;0.029218224
0.589144713;0.015507858;0.625696229;0.511438603
0.817279002;0.740178517;0.156147229;0.490335133
0.894097234;0.402698254;0.141654128;0.476353065
0.017470257;0.003024524;0.08561561;0.815627803
0.093610689;0.117987269;0.157964097;0.75347153
0.457373799;0.115039931;0.167366628;0.02178698
0.507598155;0.456178409;0.530816814;0.442085443
0.540872977;0.076574013;0.497043234;0.747761648
0.049034138;0.332804315;0.218663072;0.934598477
0.992085667;0.554699926;0.977910766;0.561535051
0.34383495;0.410069266;0.151233615;0.985240832
0.174606788;0.306705161;0.682140019;0.688277544
0.188133162;0.410103879;0.835064949;0.0719314
0.656754668;0.437039098;0.083087323;0.447343521
0.808167893;0.355545647;0.440564558;0.107771075
0.164758168;0.513137589;0.954604003;0.021183084
0.72792412;0.602189625;0.169541778;0.3449346
0.814749324;0.654478491;0.489849073;0.544307561
0.304716977;0.474844982;0.890914956;0.736017821
0.114331931;0.09889938;0.859164694;0.080311579
0.847784283;0.129143646;0.592340181;0.694652241
0.605212531;0.907840287;0.820108053;0.646406247
0.05175411;0.256474815;0.775205458;0.618303655
0.820111572;0.830773223;0.431107909;0.892110151
0.539466269;0.605148098;0.711854237;0.952788763
0.408071178;0.465142831;0.323909894;0.445004836
0.348816827;0.98727178;0.066929818;0.796553433
0.837733226;0.177755308;0.397881297;0.196232588
0.90911141;0.689468952;0.56350842;0.32987497
0.5109499;0.126787521;0.583996038;0.170885198
0.238708052;0.844243212;0.688456159;0.057373516
0.869133005;0.407108808;0.349000374;0.155131083
0.85248231;0.699159437;0.022729817;0.502555318
0.638743358;0.334906541;0.177017276;0.138559411
0.429254817;0.172931145;0.830924395;0.925555852
0.59707544;0.343292889;0.472979027;0.149343799
0.497490743;0.615205365;0.87565776;0.957546429
0.096428862;0.653787016;0.947733334;0.014856778
0.517126778;0.979725566;0.730615793;0.661781026
0.123691669;0.139030997;0.085254133;0.953300566
0.327202912;0.371477284;0.292320663;0.820423049
0.480697676;0.259095702;0.261266735;0.452623826
0.621756015;0.039931961;0.01340282;0.083081713
0.109020981;0.309124891;0.82590196;0.540088543
0.059374252;0.734243565;0.459741342;0.324209941
0.439581949;0.663001994;0.651264064;0.812914566
0.104164168;0.957542955;0.779930793;0.484497731
0.403515674;0.94605886;0.950548051;0.372013235
0.358208119;0.238710521;0.21180117;0.352765337
0.804464347;0.472961968;0.429267425;0.08040019
0.42169015;0.832310625;0.569541129;0.146968839
0.184290937;0.32160922;0.804850163;0.919331226
0.932038361;0.830089043;0.797721553;0.798457791
0.889599638;0.562990413;0.040898082;0.671877872
0.908782218;0.089195484;0.627745233;0.377018662
0.564860138;0.138917587;0.472511815;0.605575957
0.273244416;0.300730637;0.922086372;0.236695265
0.577891647;0.256437924;0.512756462;0.143310318
0.259531765;0.015763513;0.858146125;0.261512144
0.380483195;0.929465879;0.414253534;0.962951283
0.958634553;0.601695708;0.65250551;0.782735443
0.772802684;0.945575742;0.718353315;0.229254872
0.780030751;0.965546295;0.059599781;0.108687418
0.819112973;0.061619449;0.947473674;0.367831365
0.693636783;0.735563604;0.803410366;0.771583791
0.742479149;0.395648918;0.806905188;0.673795603
0.706848436;0.98175674;0.96887963;0.555429009
0.813405569;0.824976181;0.053317467;0.005208887
0.569487438;0.628207006;0.003048839;0.835116351
0.171648785;0.359346677;0.94711666;0.642949359
0.525426688;0.806942078;0.331514036;0.313835532
0.476208899;0.220007862;0.283353749;0.591095951
0.33835682;0.698014743;0.260429026;0.323300449
0.920730363;0.492567009;0.319546166;0.496025068
0.637784039;0.598342759;0.602315302;0.395364306
0.894693544;0.044605881;0.2198897;0.131496041
0.508662625;0.406561394;0.657717311;0.871918017
0.800997889;0.180483058;0.074045514;0.006272471
0.821210967;0.953402887;0.048599494;0.281804843
0.84584445;0.13479054;0.855343242;0.785667744
0.5722836;0.905619195;0.959810216;0.961894823
0.460913619;0.616403095;0.680807045;0.330345053
0.219775026;0.821429091;0.138476934;0.953837495
0.185609836;0.028456289;0.551651795;0.27590458
0.395515747;0.473951101;0.365871709;0.217009725
0.816718745;0.782010854;0.336890106;0.431439086
0.315756574;0.349470713;0.170212579;0.460483128
0.504754836;0.976568695;0.561508223;0.537341492
0.46331527;0.093237834;0.117214941;0.747367111
0.822343454;0.419878973;0.430820133;0.157070059
0.453142328;0.922195257;0.705122008;0.926204721
0.458456878;0.459388915;0.933019349;0.047703433
0.083763414;0.113795405;0.024386285;0.219642444
0.970170013;0.927051251;0.228039852;0.965209666
0.615981908;0.772836328;0.805779063;0.696448033
0.908873834;0.422359353;0.971031126;0.82705527
0.364743456;0.020679973;0.437136712;0.39511975
0.338177616;0.020915803;0.790436361;0.902831856
0.50976235;0.208744282;0.095022629;0.131613785
0.789277894;0.966015927;0.553902523;0.001258496
0.014165227;0.573682487;0.692933493;0.996828932
0.209888409;0.312250463;0.329306397;0.826846058
0.374317004;0.425253699;0.633191362;0.960287065
0.686032572;0.534166858;0.203938387;0.685313533
0.673800076;0.226304737;0.024514561;0.648377469
0.742003765;0.089602384;0.767683686;0.596520772
0.646026287;0.79892516;0.136935207;0.922293061
0.014165227;0.000288126;0.003048839;0.001258496
0.992085667;0.994337215;0.998401123;0.998154529
