x_1;x_2;x_3;x_4;q;Y
0.670625951;0.786292111;2.480417301;0.834333841;0.176410488;4.190688332
1.080017727;0.977341606;2.753345151;1.052676121;0.712799731;6.163833095
0.644355526;0.774032579;2.462903684;0.820322947;0.692603022;5.286498344
1.676678713;1.255783399;3.151119142;1.370895314;0.727696684;7.33689006
-1.003644488;0.004965905;1.364237008;-0.058610394;0.619357273;1.984752394
0.720589327;0.809608353;2.513726218;0.860980974;0.107548802;4.037521255
0.216095571;0.574177933;2.177397047;0.591917638;0.244401258;3.513583805
-1.159598683;-0.067812719;1.260267545;-0.141785964;0.519692919;1.483871492
1.868437386;1.34527078;3.278958257;1.473166606;0.077883337;6.082257346
1.945086955;1.381040579;3.33005797;1.514046376;0.173705832;6.612268469
-2.911913224;-0.885559505;0.092057851;-1.07635372;0.007701443;-3.834926551
2.058398601;1.433919347;3.405599068;1.574479254;0.740944331;8.097020902
3.700339743;2.200158547;4.500226495;2.450181196;0.52070885;10.75219395
-0.129753306;0.41278179;1.946831129;0.407464903;0.690063183;3.804760588
1.557042088;1.199952975;3.071361392;1.307089114;0.674009831;6.984903807
-1.641219693;-0.29256919;0.939186871;-0.398650503;0.544177083;0.614844702
-0.211050364;0.374843163;1.892633091;0.364106473;0.444793969;3.141870134
-0.556020016;0.213857326;1.662653323;0.180122658;0.757222895;3.153106318
-0.374505152;0.298564263;1.783663232;0.276930586;0.226770357;2.341656681
-1.884919131;-0.406295594;0.77672058;-0.528623536;0.098392261;-0.971192656
2.131940631;1.468238961;3.454627087;1.61370167;0.94665452;9.010830687
0.932717185;0.908601353;2.65514479;0.974115832;0.715064382;5.888307016
-1.225034869;-0.098349606;1.216643421;-0.176685264;0.46911208;1.257598541
1.33231497;1.095080319;2.921543313;1.187234651;0.920049723;7.319938754
2.019583212;1.415805499;3.379722141;1.553777713;0.036675071;6.073488634
1.030673056;0.954314093;2.720448704;1.026358963;0.419660599;5.458273834
1.328054436;1.09309207;2.918702957;1.184962366;0.126972346;5.274834181
0.320963498;0.623116299;2.247308999;0.647847199;0.79161935;4.916946025
0.090283816;0.515465781;2.093522544;0.524818035;0.147242335;2.988807136
-0.242016796;0.360392162;1.871988803;0.347591042;0.398465304;2.988030787
-1.084175604;-0.032615282;1.310549598;-0.101560322;0.236634922;1.014436675
-1.349326853;-0.156352531;1.133782098;-0.242974321;0.55626228;1.195816314
-0.492400843;0.243546273;1.705066105;0.214052884;0.218272288;2.094055898
1.336412908;1.09699269;2.924275272;1.189420217;0.543532673;6.290897428
1.642306936;1.239743237;3.128204624;1.352563699;0.496820665;6.780289628
0.394916764;0.657627823;2.296611176;0.687288941;0.748779096;4.944830115
-1.688233443;-0.31450894;0.907844371;-0.423724503;0.554384334;0.545831942
1.558917375;1.200828108;3.072611583;1.308089267;0.536275086;6.700512182
-0.79800561;0.100930715;1.501329593;0.051063674;0.127837777;1.224465276
-2.449954879;-0.669978943;0.400030081;-0.829975935;0.316542157;-1.397826103
1.619964595;1.229316811;3.11330973;1.340647784;0.186373002;6.030992645
0.447057118;0.681959988;2.331371412;0.715097129;0.956720251;5.878788217
0.888296881;0.887871878;2.625531254;0.950425003;0.48501186;5.318956557
-1.795020161;-0.364342742;0.836653226;-0.480677419;0.985502368;1.979668963
-0.586578831;0.199596546;1.64228078;0.163824624;0.718490175;2.99961274
1.328545512;1.093321239;2.919030341;1.185224273;0.929792529;7.367824842
0.819428056;0.855733093;2.579618704;0.913694963;0.645112021;5.515435094
-1.8123761;-0.37244218;0.8250826;-0.48993392;0.875796481;1.12311799
4.3762552;2.51558576;4.9508368;2.81066944;0.188125908;11.29153442
1.653226148;1.244838869;3.135484098;1.358387279;0.404477018;6.61406403
-0.070066495;0.440635636;1.986622337;0.439297869;0.289014837;3.076727842
2.229762669;1.513889246;3.51984178;1.665873424;0.795846667;8.568249252
-0.135603848;0.410051538;1.942930768;0.404344615;0.174912554;2.648839134
1.631689119;1.234788256;3.12112608;1.346900864;0.475857816;6.717978616
1.151518378;1.010708577;2.801012252;1.090809802;0.517384259;5.885766781
0.304357467;0.615366818;2.236238311;0.638990649;0.101315374;3.216367824
1.055221882;0.965770211;2.736814588;1.03945167;0.183358212;4.945176868
0.553133612;0.731462352;2.402089075;0.77167126;0.721604271;5.180065899
0.691759412;0.796154392;2.494506275;0.84560502;0.124008697;4.050145257
2.687058149;1.727293803;3.824705433;1.909764346;0.705682268;9.211309118
1.293967188;1.077184688;2.895978125;1.1667825;0.821588541;6.859646118
0.97316754;0.927478185;2.682111693;0.995689355;0.155780208;4.701276859
-0.078843462;0.436539718;1.980771026;0.43461682;0.824085832;4.249844149
1.68380501;1.259109004;3.155870006;1.374696005;0.036058156;5.427081699
2.763817225;1.763114705;3.87587815;1.95070252;0.852281102;9.762025076
-0.127219048;0.413964444;1.948520635;0.408816508;0.096628741;2.371966743
-0.158173503;0.399519032;1.927884331;0.392307465;0.323816787;2.98810748
-2.537573196;-0.710867491;0.34161787;-0.876705704;0.639526084;-0.897219033
2.495238964;1.637778183;3.696825976;1.807460781;0.500053655;8.413029887
-0.719413753;0.137606915;1.553724164;0.092979332;0.550569359;2.38533108
-1.850716277;-0.390334263;0.799522482;-0.510382014;0.374557417;-0.129211097
1.697202985;1.265361393;3.16480199;1.381841592;0.439908263;6.770372246
-0.398955941;0.287153894;1.767362706;0.263890165;0.945763876;4.178735709
-1.478362346;-0.216569095;1.047758436;-0.311793251;0.91582338;1.938600714
-0.258516869;0.352692128;1.860988754;0.338791003;0.334041629;2.819403751
-0.209621493;0.37550997;1.893585671;0.364868537;0.949383428;4.566778648
-0.137377627;0.409223774;1.941748249;0.403398599;0.648076876;3.697506869
1.414118138;1.133255131;2.976078759;1.230863007;0.55018906;6.452496467
1.599092133;1.219576329;3.099394756;1.329515804;0.826137571;7.455478173
0.596062185;0.751495686;2.430708123;0.794566499;0.219420889;4.172504809
-0.703435949;0.145063224;1.564376034;0.101500827;0.221040593;1.699168609
0.244583277;0.587472196;2.196388851;0.607111081;0.931520782;5.311442901
2.715819251;1.74071565;3.843879501;1.925103601;0.735102609;9.336150822
-1.112648685;-0.04590272;1.291567543;-0.116745965;0.432618611;1.398114171
1.270778516;1.066363307;2.880519011;1.154415209;0.525176975;6.128805384
0.603149448;0.754803076;2.435432965;0.798346372;0.189057323;4.100237928
-0.424724251;0.275128683;1.750183833;0.250147066;0.234361657;2.265879468
0.029808566;0.487243997;2.05320571;0.492564568;0.510287471;3.732800112
0.516441004;0.714339135;2.377627336;0.752101869;0.084132513;3.537774129
1.098519893;0.98597595;2.765679929;1.062543943;0.004058786;3.632132524
1.303559249;1.081660983;2.902372833;1.171898266;0.257037133;5.618780834
2.392067386;1.589631447;3.628044924;1.752435939;0.562054408;8.341152439
0.407702873;0.663594674;2.305135248;0.694108199;0.512406296;4.457569199
-0.061546269;0.444611741;1.992302487;0.44384199;0.933541307;4.740142124
